id_anotacion,id_candidato,t_inicio,t_fin,categoria,notas,n_lecturas,monotonicity,r2_lineal,zcr,sim_alimentacion,sim_servido,d1_mean,d1_std,d1_max,d1_min,d1_energy,d1_rms,d2_mean,d2_std,d2_max,d2_min,d2_energy,d2_rms,d3_mean,d3_std,d3_max,d3_min,d3_energy,d3_rms,d1_n_sign_changes,d2_n_sign_changes,d1_frac_pos,d1_frac_neg,curvature_mean,curvature_max,curvature_min,curvature_std,curvature_integral,arc_length,arc_length_per_min,arc_vs_displacement,arc_per_n,tortuosity,straightness,energy_signal,energy_d1,energy_d2,rms_signal,rms_d1,energy_ratio_d1_signal,entropy_shannon,entropy_permutation,entropy_sample,fractal_higuchi,fractal_katz,lempel_ziv,freq_dominant_hz,freq_centroid_hz,power_ratio_low,autocorr_lag1,autocorr_lag3,autocorr_lag5,spectral_entropy,stat_median,stat_mad,stat_iqr,stat_skewness,stat_kurtosis,stat_trimmed_mean,stat_cv,n_maxima,n_minima,n_plateaus,peak_prominence_mean,peak_width_mean,peak_density,peak_height_max,valley_depth_min,tpl_ramp_down,tpl_exp_decay,tpl_alim_lenta,tpl_alim_escalonada,tpl_ramp_up,tpl_exp_rise,tpl_sigmoide,tpl_serv_brusco,tpl_plateau,tpl_triangular,tpl_parabola_down,tpl_doble_rampa,time_to_max_s,time_to_min_s,time_to_25pct_s,time_to_50pct_s,time_to_75pct_s,rise_time_s,fall_time_s,settling_time_s,overshoot_g,undershoot_g,initial_slope_g_min,final_slope_g_min,idx_arc_per_delta,idx_energy_per_min,idx_complexity,idx_linearity,idx_template_max,idx_shape_noise
530,490,2026-07-09T22:39:00+00:00,2026-07-09T23:21:00+00:00,ruido,,85,-0.0119,0.6696,0.2976,-0.8231,0.8231,0.0262,0.5641,3.6333,-3.1333,26.7911,0.5647,0.0,0.0269,0.1211,-0.1244,0.0602,0.0269,-0.0,0.0016,0.007,-0.0082,0.0002,0.0016,25,32,0.0833,0.0952,0.002435,0.030278,0.0,0.006291,6.2105,2710.425,64.534,41.067,31.887,1.0752,0.9301,1339656.0,26.7911,0.0602,125.541,0.5647,2e-05,1.6713,0.3887,0.1479,0.2084,0.7865,1.5835,0.000392,0.001691,0.9631,0.9044,0.7118,0.5607,2.9783,108.0,9.0,59.0,-1.0082,2.0672,122.536,0.3198,0,1,6,0.0,0.0,0.0,166.0,0.0,-0.8231,-0.7494,-0.7502,-0.8314,0.8231,0.7494,0.8431,0.6986,0.0,-0.4602,-0.5107,-0.8552,1680.0,90.0,1440.0,1440.0,1650.0,1260.0,1260.0,2100.0,6.0,94.0,7.77,-0.176,41.067,0.6379,0.0308,0.008,0.8552,0.33
531,491,2026-07-09T23:41:00+00:00,2026-07-09T23:52:00+00:00,ruido,,23,-0.0455,0.2386,0.0909,0.8927,-0.8927,-0.0121,0.0555,0.0,-0.2667,0.0711,0.0569,0.0,0.0027,0.0089,-0.0089,0.0002,0.0027,0.0,0.0001,0.0006,-0.0003,0.0,0.0001,2,2,0.0,0.0455,0.000478,0.004444,0.0,0.001119,0.2632,661.048,60.095,82.631,28.741,1.0015,0.9985,529383.0,0.0711,0.0002,151.712,0.0569,0.0,0.4262,0.2124,0.1112,0.6381,1.0,1.5734,0.001449,0.005405,0.7775,0.5184,-0.0143,-0.0265,3.0029,151.0,0.0,0.0,2.9318,6.5952,151.0,0.0149,0,0,1,0.0,0.0,0.0,159.0,151.0,0.8927,0.9612,0.9595,0.8872,-0.8927,-0.9612,-0.8514,-0.9801,0.0,0.8773,0.9214,0.7436,0.0,60.0,0.0,0.0,60.0,60.0,60.0,60.0,0.0,8.0,-6.4,-0.0,82.631,0.0065,0.071,0.0109,0.9801,1.004
532,492,2026-07-10T01:42:00+00:00,2026-07-10T01:47:00+00:00,ruido,,11,-0.1,0.25,0.1,0.8864,-0.8864,-0.0133,0.04,0.0,-0.1333,0.0178,0.0422,0.0005,0.0014,0.0044,0.0,0.0,0.0015,-0.0,0.0,0.0,-0.0001,0.0,0.0001,1,1,0.0,0.1,0.000498,0.002207,0.0,0.000856,0.132,300.265,60.053,75.066,27.297,1.0008,0.9992,245419.0,0.0178,0.0,149.368,0.0422,0.0,0.4395,0.1947,0.2877,1.0,1.0,1.887,0.00303,0.009091,0.4,-0.01,-0.0375,-0.0833,2.3219,149.0,0.0,0.0,2.846,6.1,149.0,0.0077,0,0,1,0.0,0.0,0.0,153.0,149.0,0.8864,0.958,0.9581,0.8696,-0.8864,-0.958,-0.8472,-0.9878,0.0,0.8575,0.9038,0.7483,0.0,30.0,0.0,0.0,30.0,30.0,30.0,30.0,0.0,4.0,-8.0,-0.0,75.0662,0.0036,0.2877,0.025,0.9878,1.887
533,493,2026-07-10T09:01:00+00:00,2026-07-10T09:16:00+00:00,alimentacion,,31,-0.0667,0.6948,0.2667,0.9355,-0.9355,-0.0156,0.086,0.1333,-0.2667,0.2289,0.0873,-0.0002,0.0044,0.0089,-0.0122,0.0006,0.0044,0.0,0.0003,0.0007,-0.0006,0.0,0.0003,8,10,0.1,0.1667,0.000656,0.004165,0.0,0.001026,0.6103,903.397,60.226,64.528,29.142,1.0037,0.9964,663024.0,0.2289,0.0006,146.246,0.0873,0.0,1.8189,0.5561,0.1308,0.4576,0.7747,1.4383,0.001075,0.002016,0.9662,0.9354,0.762,0.5325,1.6002,141.0,0.0,12.0,0.967,-0.6525,144.92,0.0499,1,1,1,8.0,0.9,0.067,163.0,156.0,0.9355,0.9344,0.9204,0.9291,-0.9355,-0.9344,-0.9356,-0.9132,0.0,0.8131,0.8133,0.8551,60.0,330.0,180.0,270.0,330.0,150.0,150.0,330.0,8.0,14.0,0.629,-0.0,64.5284,0.0153,0.0599,0.0463,0.9356,0.6582
534,494,2026-07-10T10:55:00+00:00,2026-07-10T11:20:00+00:00,ruido,,51,-0.02,0.5144,0.3,0.8541,-0.8541,-0.008,0.0886,0.2667,-0.3,0.3956,0.0889,0.0,0.0046,0.01,-0.0178,0.001,0.0046,0.0,0.0003,0.0009,-0.0009,0.0,0.0003,15,17,0.1,0.12,0.000669,0.004437,0.0,0.001067,1.0229,1505.846,60.234,125.487,29.526,1.0039,0.9961,1003838.0,0.3956,0.001,140.296,0.0889,0.0,2.3902,0.4026,0.2045,0.3035,0.7393,1.6684,0.000654,0.001841,0.9528,0.9107,0.7528,0.5367,2.2393,143.0,6.0,9.0,0.4133,-0.5014,139.756,0.0446,1,3,3,18.0,1.625,0.04,158.0,132.0,0.8541,0.7948,0.8082,0.8424,-0.8541,-0.7948,-0.8709,-0.7406,0.0,0.4823,0.5641,0.8744,690.0,930.0,210.0,180.0,900.0,900.0,900.0,1080.0,12.0,14.0,-0.982,-0.0,125.4872,0.0158,0.0621,0.0103,0.8744,0.5064
535,495,2026-07-10T13:14:00+00:00,2026-07-10T13:26:00+00:00,ruido,,25,0.0,0.0685,0.125,0.012,-0.012,0.0014,1.3135,4.5667,-4.5333,41.4056,1.3135,0.0,0.0775,0.3033,-0.1522,0.138,0.0775,0.0,0.0048,0.0151,-0.0152,0.0005,0.0048,3,4,0.0417,0.0417,0.006067,0.075802,0.0,0.017551,4.5501,939.516,78.293,939.516,37.581,1.3049,0.7664,449637.0,41.4056,0.138,134.11,1.3135,9.2e-05,0.2423,0.1985,0.2054,1.4494,0.822,1.8575,0.001333,0.008624,0.5021,-0.0388,-0.0458,-0.0109,3.5848,137.0,0.0,0.0,-4.6937,20.035,136.905,0.2041,0,0,1,0.0,0.0,0.0,137.0,0.0,0.012,0.0532,0.0675,-0.0308,-0.012,-0.0532,0.0125,-0.0629,0.0,0.0584,0.0913,-0.0258,120.0,90.0,0.0,0.0,120.0,120.0,120.0,120.0,0.0,136.0,-26.8,-0.0,939.516,3.4505,0.2977,0.0,0.0913,2.6923
536,496,2026-07-10T15:57:00+00:00,2026-07-10T16:05:00+00:00,alimentacion,,17,-0.1875,0.84,0.6875,0.942,-0.942,-0.0417,0.1446,0.2,-0.2667,0.3622,0.1505,-0.0,0.0074,0.0156,-0.0133,0.0008,0.0074,0.0,0.0004,0.0005,-0.0007,0.0,0.0004,11,9,0.1875,0.375,0.002161,0.006101,0.0,0.001784,1.0855,485.357,60.67,24.268,28.55,1.0103,0.9898,303822.0,0.3622,0.0008,133.686,0.1505,1e-06,2.7719,0.8314,20.7233,0.5818,0.7556,2.164,0.001961,0.003518,0.8545,0.8362,0.6611,0.0827,1.3484,134.0,8.0,18.0,-0.1596,-1.5297,133.4,0.0641,2,1,1,5.5,0.933,0.25,145.0,138.0,0.942,0.8684,0.8794,0.9257,-0.942,-0.8684,-0.9605,-0.7829,0.0,0.5448,0.581,0.9677,90.0,390.0,150.0,300.0,270.0,300.0,300.0,390.0,3.0,20.0,-2.0,0.0,24.2679,0.0453,12.0568,0.1575,0.9677,1.259
537,497,2026-07-10T22:59:00+00:00,2026-07-10T23:10:00+00:00,alimentacion,,23,-0.1818,0.8321,0.5455,0.9728,-0.9728,-0.0909,0.2892,0.1667,-1.2667,2.0222,0.3032,0.0001,0.0146,0.04,-0.0389,0.0045,0.0146,0.0,0.0009,0.0026,-0.0013,0.0,0.0009,12,13,0.1818,0.3636,0.002607,0.011093,0.0,0.003133,1.7492,684.553,62.232,11.409,29.763,1.0329,0.9681,230447.0,2.0222,0.0045,100.097,0.3032,9e-06,2.174,0.7846,0.5341,0.297,0.8828,1.9668,0.001449,0.002561,0.9263,0.9141,0.7465,0.4987,1.2767,80.0,8.0,51.5,0.2842,-1.796,95.632,0.2621,0,0,1,0.0,0.0,0.0,134.0,72.0,0.9728,0.9538,0.9537,0.9675,-0.9728,-0.9538,-0.9801,-0.9046,0.0,0.7581,0.7802,0.9321,0.0,420.0,150.0,210.0,300.0,270.0,270.0,630.0,0.0,62.0,-6.0,1.6,11.4092,0.1838,0.1586,0.1513,0.9801,0.5841
538,498,2026-07-10T23:23:00+00:00,2026-07-10T23:28:00+00:00,ruido,,11,0.1,0.25,0.1,-0.8864,0.8864,0.0133,0.04,0.1333,0.0,0.0178,0.0422,-0.0005,0.0014,0.0,-0.0044,0.0,0.0015,0.0,0.0,0.0001,0.0,0.0,0.0001,1,1,0.1,0.0,0.000498,0.002207,0.0,0.000856,0.132,300.265,60.053,75.066,27.297,1.0008,0.9992,66316.0,0.0178,0.0,77.645,0.0422,0.0,0.4395,-0.0,0.2877,1.0,1.0,1.887,0.012121,0.009091,0.4,-0.01,-0.0375,-0.0833,2.3219,78.0,0.0,0.0,-2.846,6.1,78.0,0.0148,0,0,1,0.0,0.0,0.0,78.0,74.0,-0.8864,-0.958,-0.9581,-0.8696,0.8864,0.958,0.8472,0.9878,0.0,-0.8575,-0.9038,-0.7483,30.0,0.0,0.0,0.0,30.0,30.0,30.0,30.0,0.0,0.0,8.0,-0.0,75.0662,0.0036,0.2877,0.025,0.9878,1.887
539,499,2026-07-11T00:28:00+00:00,2026-07-11T00:41:00+00:00,ruido,,27,0.0769,0.0401,0.2308,0.5079,-0.5079,-0.0013,0.141,0.3667,-0.6,0.5167,0.141,-0.0,0.0085,0.0244,-0.0322,0.0018,0.0085,0.0,0.0005,0.0019,-0.0015,0.0,0.0005,6,8,0.1154,0.0385,0.000805,0.006805,0.0,0.001575,0.6518,787.271,60.559,787.271,29.158,1.0093,0.9908,161857.0,0.5167,0.0018,77.425,0.141,3e-06,1.3713,0.1865,0.2231,0.7515,0.7401,1.585,0.001235,0.008336,0.4605,-0.0168,0.1183,0.0435,3.4992,76.0,0.0,2.0,2.7457,10.4195,77.043,0.0377,0,0,2,0.0,0.0,0.0,90.0,72.0,0.5079,0.5543,0.5348,0.4901,-0.5079,-0.5543,-0.5001,-0.5751,0.0,0.602,0.5875,0.3882,150.0,180.0,0.0,0.0,630.0,630.0,630.0,630.0,11.0,7.0,-0.0,-0.0,787.271,0.0397,0.1677,0.0031,0.602,1.1911
540,500,2026-07-11T03:02:00+00:00,2026-07-11T03:08:00+00:00,servido,,13,0.1667,0.3816,0.5833,-0.8993,0.8993,0.0889,0.3189,1.0333,-0.3333,1.3156,0.3311,0.0,0.0147,0.0344,-0.0256,0.0024,0.0147,-0.0,0.0009,0.0011,-0.002,0.0,0.0009,7,6,0.4167,0.25,0.003562,0.010309,0.0,0.003266,1.364,376.79,62.798,11.775,28.984,1.0425,0.9592,145467.0,1.3156,0.0024,105.782,0.3311,9e-06,2.1997,0.7928,21.8219,0.4654,0.8502,2.2772,0.002564,0.004403,0.9408,0.7336,-0.1672,-0.3994,1.5768,110.0,7.0,10.0,-1.039,-0.5809,105.727,0.1446,1,0,0,13.0,1.656,0.167,120.0,78.0,-0.8993,-0.9562,-0.9412,-0.892,0.8993,0.9562,0.873,0.9653,0.0,-0.8983,-0.9077,-0.7467,150.0,0.0,0.0,270.0,270.0,270.0,270.0,330.0,10.0,0.0,-0.0,-0.0,11.7747,0.2193,10.1559,0.0636,0.9653,1.0598
541,501,2026-07-11T03:44:00+00:00,2026-07-11T03:49:00+00:00,alimentacion,,11,-0.1,0.0455,0.6,-0.274,0.274,-0.0133,0.0792,0.1333,-0.1667,0.0644,0.0803,-0.0002,0.004,0.0044,-0.0078,0.0001,0.004,0.0,0.0003,0.0004,-0.0004,0.0,0.0003,6,7,0.2,0.3,0.000981,0.001944,0.000272,0.000559,0.2823,300.962,60.192,75.241,27.36,1.0031,0.9969,136270.0,0.0644,0.0001,111.302,0.0803,0.0,2.3685,0.7273,1.0986,1.0,0.7097,2.2015,0.00303,0.005371,0.8476,0.4339,-0.38,-0.2704,1.5502,112.0,1.0,2.5,-0.3693,-0.0206,111.333,0.023,1,0,0,6.0,0.875,0.2,116.0,106.0,-0.274,-0.4271,-0.3871,-0.2372,0.274,0.4271,0.278,0.4852,0.0,-0.7432,-0.7468,-0.098,180.0,300.0,0.0,270.0,270.0,300.0,300.0,300.0,6.0,4.0,-0.0,-4.0,75.2405,0.0129,1.0986,0.0046,0.7468,2.2015
542,502,2026-07-11T11:08:00+00:00,2026-07-11T11:15:00+00:00,ruido,,15,-0.0714,0.2727,0.2143,0.4298,-0.4298,-0.0024,0.0479,0.1333,-0.1,0.0322,0.048,-0.0,0.0024,0.0044,-0.0067,0.0001,0.0024,0.0,0.0001,0.0002,-0.0004,0.0,0.0001,3,4,0.0714,0.1429,0.000517,0.002496,0.0,0.000742,0.2325,420.482,60.069,420.482,28.032,1.0011,0.9989,129021.0,0.0322,0.0001,92.744,0.048,0.0,1.3753,0.443,0.3228,0.8568,0.7696,1.5628,0.002222,0.005207,0.7569,0.5232,0.0225,-0.1394,2.2337,92.0,0.0,1.0,2.126,3.4632,92.462,0.015,1,0,1,4.0,0.75,0.143,97.0,92.0,0.4298,0.3495,0.3478,0.4183,-0.4298,-0.3495,-0.4795,-0.2649,0.0,0.2282,0.1814,0.4867,90.0,150.0,0.0,0.0,150.0,150.0,150.0,150.0,4.0,1.0,-0.0,-0.0,420.482,0.0046,0.2766,0.0195,0.4867,1.339
543,503,2026-07-11T12:26:00+00:00,2026-07-11T12:39:00+00:00,ruido,,27,0.0,0.204,0.3077,0.1373,-0.1373,-0.0013,0.1119,0.2,-0.4,0.3256,0.1119,-0.0,0.0061,0.0111,-0.02,0.0009,0.0061,0.0,0.0004,0.001,-0.0007,0.0,0.0004,8,8,0.1538,0.1538,0.000936,0.006568,0.0,0.001609,0.7582,784.776,60.367,784.776,29.066,1.0061,0.9939,220573.0,0.3256,0.0009,90.385,0.1119,1e-06,1.6046,0.5731,0.1651,0.8836,0.7209,1.7611,0.001235,0.005469,0.7019,0.426,0.2055,-0.0027,3.2417,89.0,0.0,1.0,2.5134,5.9669,89.783,0.0337,1,2,1,12.0,0.75,0.077,102.0,88.0,0.1373,0.0524,0.0444,0.1224,-0.1373,-0.0524,-0.1888,-0.0137,0.0,-0.0164,-0.0665,0.2217,180.0,240.0,0.0,0.0,330.0,330.0,330.0,330.0,12.0,2.0,2.0,-0.0,784.776,0.025,0.1459,0.0,0.2217,1.5561
544,504,2026-07-11T15:24:00+00:00,2026-07-11T15:35:00+00:00,ruido,,23,-0.0455,0.2195,0.2273,-0.0936,0.0936,0.0,0.0739,0.2333,-0.1667,0.12,0.0739,-0.0,0.0042,0.0078,-0.0111,0.0004,0.0042,-0.0,0.0003,0.0005,-0.0006,0.0,0.0003,5,6,0.0909,0.1364,0.000613,0.003889,0.0,0.001102,0.3648,661.784,60.162,661784401.881,28.773,1.0027,0.9973,197891.0,0.12,0.0004,92.758,0.0739,1e-06,1.0144,0.5202,0.2766,1.0364,0.7325,1.5734,0.001449,0.006108,0.615,0.3184,0.3808,-0.1047,2.9597,92.0,0.0,0.0,2.415,4.4207,92.263,0.0199,1,1,1,7.0,0.833,0.091,99.0,93.0,-0.0936,-0.1774,-0.1978,-0.0927,0.0936,0.1774,0.0432,0.2232,0.0,-0.1932,-0.2542,0.0,60.0,0.0,660.0,660.0,660.0,0.0,0.0,180.0,7.0,0.0,3.8,-0.0,661.784,0.0109,0.2867,0.01,0.2542,1.6307
545,505,2026-07-11T19:21:00+00:00,2026-07-11T19:32:00+00:00,ruido,,23,0.0,0.1831,0.1364,0.6946,-0.6946,-0.0061,0.1619,0.4667,-0.6,0.5778,0.1621,0.0,0.0095,0.02,-0.0356,0.0019,0.0095,-0.0,0.0006,0.0019,-0.0017,0.0,0.0006,3,3,0.0455,0.0455,0.001027,0.00883,0.0,0.002478,0.5916,668.092,60.736,167.023,29.047,1.0122,0.9879,174936.0,0.5778,0.0019,87.212,0.1621,3e-06,0.6784,0.2124,0.1178,1.2114,0.7914,1.5734,0.001449,0.007236,0.6126,0.198,-0.0135,-0.025,3.3322,86.0,0.0,0.0,3.9155,14.498,86.211,0.0432,0,0,1,0.0,0.0,0.0,104.0,86.0,0.6946,0.7214,0.7038,0.716,-0.6946,-0.7214,-0.6776,-0.7296,0.0,0.6548,0.667,0.6001,60.0,90.0,0.0,0.0,90.0,90.0,90.0,90.0,14.0,4.0,0.4,0.0,167.023,0.0525,0.1427,0.0,0.7296,1.906
546,506,2026-07-11T22:36:00+00:00,2026-07-11T22:50:00+00:00,ruido,,29,-0.0357,0.3874,0.2857,0.4511,-0.4511,-0.0024,0.0868,0.2667,-0.2333,0.2111,0.0868,0.0,0.0049,0.0122,-0.0144,0.0006,0.0049,-0.0,0.0003,0.0007,-0.0009,0.0,0.0003,8,7,0.0714,0.1071,0.000702,0.004444,0.0,0.001227,0.5443,843.128,60.223,421.564,29.073,1.0037,0.9963,183630.0,0.2111,0.0006,79.574,0.0868,1e-06,1.4704,0.4211,0.1112,0.8431,0.7181,1.5076,0.001149,0.003914,0.8625,0.657,0.388,0.2352,2.6213,78.0,0.0,1.0,1.8818,2.0966,78.96,0.0379,1,1,1,8.0,1.25,0.071,88.0,79.0,0.4511,0.3969,0.3703,0.459,-0.4511,-0.3969,-0.4835,-0.3649,0.0,0.3283,0.2858,0.4653,60.0,240.0,0.0,180.0,180.0,240.0,240.0,240.0,8.0,2.0,3.2,-0.0,421.564,0.0151,0.0938,0.0138,0.4835,1.2711
547,507,2026-07-12T02:51:00+00:00,2026-07-12T03:01:00+00:00,ruido,,21,0.0,0.1448,0.2,0.6836,-0.6836,-0.0033,0.0379,0.0667,-0.1,0.0289,0.038,0.0002,0.0015,0.0056,-0.0022,0.0,0.0016,0.0,0.0001,0.0002,-0.0003,0.0,0.0001,4,6,0.1,0.1,0.000263,0.002221,0.0,0.00055,0.166,600.432,60.043,300.216,28.592,1.0007,0.9993,126393.0,0.0289,0.0,77.58,0.038,0.0,1.3753,0.2285,0.1798,0.7642,0.8563,1.8824,0.001587,0.005112,0.7791,0.4721,0.1152,-0.2601,2.7293,78.0,0.0,0.0,-1.2198,2.3503,77.706,0.0152,0,1,1,0.0,0.0,0.0,80.0,74.0,0.6836,0.779,0.7918,0.6698,-0.6836,-0.779,-0.6267,-0.8054,0.0,0.7277,0.7929,0.5141,0.0,60.0,0.0,0.0,180.0,180.0,180.0,180.0,0.0,6.0,-3.0,0.0,300.216,0.0029,0.1374,0.0,0.8054,1.4385
548,508,2026-07-12T11:23:00+00:00,2026-07-12T11:36:00+00:00,ruido,,27,-0.0769,0.5529,0.1923,0.9028,-0.9028,-0.009,0.0567,0.1333,-0.1667,0.0856,0.0574,-0.0002,0.0025,0.0067,-0.0067,0.0002,0.0025,0.0,0.0001,0.0003,-0.0004,0.0,0.0001,5,6,0.0769,0.1538,0.00055,0.003035,0.0,0.000904,0.4132,781.278,60.098,111.611,28.936,1.0016,0.9984,122570.0,0.0856,0.0002,67.377,0.0574,1e-06,1.3033,0.5166,0.1243,0.4465,0.75,1.4089,0.001235,0.00241,0.963,0.9113,0.5725,0.1612,1.8058,65.0,0.0,2.5,1.3408,0.0724,66.696,0.0591,2,1,1,4.0,0.875,0.154,76.0,73.0,0.9028,0.9188,0.9006,0.8929,-0.9028,-0.9188,-0.8927,-0.9197,0.0,0.8211,0.8258,0.7883,30.0,210.0,180.0,180.0,210.0,210.0,210.0,210.0,4.0,7.0,1.0,-0.0,111.6111,0.0066,0.0555,0.0425,0.9197,0.6291
549,509,2026-07-12T13:31:00+00:00,2026-07-12T13:45:00+00:00,alimentacion,,29,0.0357,0.4358,0.3214,0.7661,-0.7661,-0.0071,0.0892,0.2333,-0.3,0.2244,0.0895,0.0,0.0045,0.01,-0.0111,0.0005,0.0045,-0.0,0.0003,0.0007,-0.0006,0.0,0.0003,9,11,0.1071,0.0714,0.000749,0.003889,0.0,0.001101,0.5929,843.308,60.236,140.551,29.08,1.0039,0.9961,110595.0,0.2244,0.0005,61.755,0.0895,2e-06,1.8039,0.2914,0.1582,0.2975,0.7479,1.8427,0.001149,0.002511,0.9539,0.8783,0.5082,0.0829,1.8727,59.0,0.0,6.0,1.3862,0.4677,61.0,0.0812,1,1,1,9.0,1.96,0.071,74.0,57.0,0.7661,0.7551,0.7331,0.7494,-0.7661,-0.7551,-0.7727,-0.742,0.0,0.6717,0.6541,0.7025,150.0,240.0,0.0,0.0,330.0,330.0,330.0,330.0,9.0,8.0,4.2,-0.0,140.5513,0.016,0.0471,0.0156,0.7727,0.5482
550,510,2026-07-12T14:25:00+00:00,2026-07-12T14:32:00+00:00,servido,,15,0.0714,0.4289,0.5,-0.9129,0.9129,0.05,0.1781,0.4667,-0.2333,0.4789,0.1849,-0.0003,0.0073,0.0156,-0.0144,0.0007,0.0074,-0.0,0.0004,0.0007,-0.0007,0.0,0.0004,7,7,0.2857,0.2143,0.002588,0.006386,0.0,0.002323,1.0914,426.958,60.994,20.331,28.464,1.0153,0.9849,94816.0,0.4789,0.0007,79.505,0.1849,5e-06,2.2892,0.5983,0.8473,0.5212,0.8466,2.3441,0.002222,0.004036,0.949,0.771,-0.0628,-0.2802,1.7078,84.0,2.0,6.0,-1.1081,-0.2465,79.385,0.1206,1,1,1,10.0,0.774,0.143,91.0,81.0,-0.9129,-0.9653,-0.9527,-0.8992,0.9129,0.9653,0.8844,0.9798,0.0,-0.8844,-0.9049,-0.7488,150.0,0.0,0.0,90.0,90.0,330.0,330.0,420.0,9.0,0.0,0.0,1.0,20.3313,0.0684,0.4416,0.0306,0.9798,1.2217
551,511,2026-07-12T21:36:00+00:00,2026-07-12T21:48:00+00:00,ruido,,25,0.0,0.0964,0.2917,-0.2189,0.2189,0.0028,0.1027,0.4,-0.2667,0.2533,0.1027,0.0,0.0054,0.0133,-0.0178,0.0007,0.0054,-0.0,0.0003,0.0007,-0.001,0.0,0.0003,7,8,0.0833,0.0833,0.001008,0.006667,0.0,0.001717,0.6558,723.691,60.308,361.846,28.948,1.0051,0.9949,166048.0,0.2533,0.0007,81.498,0.1027,2e-06,1.2415,0.3588,0.2849,0.7622,0.8063,1.486,0.001333,0.005018,0.8534,0.5336,-0.1354,-0.0549,2.9605,80.0,0.0,2.0,2.3272,4.2693,80.762,0.0377,1,1,2,12.0,1.375,0.083,92.0,80.0,-0.2189,-0.2562,-0.2884,-0.1978,0.2189,0.2562,0.1775,0.2569,0.0,-0.1594,-0.221,-0.1767,60.0,0.0,0.0,0.0,630.0,630.0,630.0,630.0,10.0,0.0,4.8,0.8,361.8455,0.0211,0.2172,0.0,0.2884,1.1326
552,512,2026-07-12T23:45:00+00:00,2026-07-12T23:58:00+00:00,ruido,,27,0.0,0.2597,0.1923,0.5255,-0.5255,-0.0013,0.0663,0.2,-0.2,0.1144,0.0663,-0.0,0.0026,0.0067,-0.0067,0.0002,0.0026,-0.0,0.0001,0.0003,-0.0003,0.0,0.0001,5,9,0.1154,0.1154,0.000693,0.004167,0.0,0.001088,0.5616,781.704,60.131,781.704,28.952,1.0022,0.9978,159906.0,0.1144,0.0002,76.957,0.0663,1e-06,1.755,0.3382,0.1418,0.4202,0.7784,1.4089,0.001235,0.00273,0.9715,0.8483,0.2581,-0.0051,2.16,75.0,0.0,2.5,1.8521,2.3553,76.304,0.0422,1,1,2,9.0,1.375,0.077,87.0,75.0,0.5255,0.5052,0.4806,0.5049,-0.5255,-0.5052,-0.5547,-0.498,0.0,0.4916,0.4516,0.4818,120.0,210.0,0.0,0.0,720.0,720.0,720.0,720.0,9.0,3.0,4.8,1.2,781.704,0.0088,0.0596,0.0,0.5547,0.592
553,513,2026-07-13T03:15:00+00:00,2026-07-13T03:26:00+00:00,ruido,,23,-0.0909,0.3248,0.0909,0.9054,-0.9054,-0.0121,0.0383,0.0,-0.1333,0.0356,0.0402,0.0,0.0014,0.0044,-0.0044,0.0,0.0014,0.0,0.0001,0.0001,-0.0001,0.0,0.0001,2,3,0.0,0.0909,0.000337,0.002222,0.0,0.000761,0.1991,660.531,60.048,82.566,28.719,1.0007,0.9993,125631.0,0.0356,0.0,73.907,0.0402,0.0,0.6784,0.3165,0.1178,0.4669,1.0,1.5734,0.001449,0.004322,0.9008,0.7003,-0.0206,-0.0382,2.6831,73.0,0.0,0.0,2.4999,4.5723,73.211,0.0318,0,0,1,0.0,0.0,0.0,81.0,73.0,0.9054,0.9712,0.9672,0.9035,-0.9054,-0.9712,-0.8657,-0.9895,0.0,0.8859,0.9276,0.7573,0.0,90.0,0.0,60.0,60.0,90.0,90.0,90.0,0.0,8.0,-5.6,0.0,82.5664,0.0032,0.055,0.0295,0.9895,0.7346
554,514,2026-07-13T10:57:00+00:00,2026-07-13T11:08:00+00:00,ruido,,23,0.0,0.431,0.2727,0.9132,-0.9132,-0.0061,0.0519,0.1,-0.1667,0.06,0.0522,-0.0001,0.0027,0.0056,-0.0078,0.0002,0.0027,0.0,0.0001,0.0004,-0.0002,0.0,0.0001,6,6,0.0909,0.0909,0.000709,0.003863,0.0,0.001059,0.4315,660.896,60.081,165.224,28.735,1.0013,0.9987,88232.0,0.06,0.0002,61.937,0.0522,1e-06,1.3275,0.3454,0.1651,1.0215,0.7145,1.5734,0.001449,0.005081,0.8413,0.5494,0.108,0.5374,2.5831,61.0,0.0,1.0,1.7833,1.7654,61.579,0.0277,1,1,1,3.0,0.938,0.091,65.0,62.0,0.9132,0.9476,0.9421,0.9078,-0.9132,-0.9476,-0.8928,-0.9348,0.0,0.8404,0.8638,0.8046,30.0,210.0,0.0,60.0,60.0,210.0,210.0,210.0,2.0,4.0,-2.8,0.0,165.224,0.0055,0.1686,0.0,0.9476,1.6072
