id_anotacion,id_candidato,t_inicio,t_fin,categoria,notas,n_lecturas,monotonicity,r2_lineal,zcr,sim_alimentacion,sim_servido,d1_mean,d1_std,d1_max,d1_min,d1_energy,d1_rms,d2_mean,d2_std,d2_max,d2_min,d2_energy,d2_rms,d3_mean,d3_std,d3_max,d3_min,d3_energy,d3_rms,d1_n_sign_changes,d2_n_sign_changes,d1_frac_pos,d1_frac_neg,curvature_mean,curvature_max,curvature_min,curvature_std,curvature_integral,arc_length,arc_length_per_min,arc_vs_displacement,arc_per_n,tortuosity,straightness,energy_signal,energy_d1,energy_d2,rms_signal,rms_d1,energy_ratio_d1_signal,entropy_shannon,entropy_permutation,entropy_sample,fractal_higuchi,fractal_katz,lempel_ziv,freq_dominant_hz,freq_centroid_hz,power_ratio_low,autocorr_lag1,autocorr_lag3,autocorr_lag5,spectral_entropy,stat_median,stat_mad,stat_iqr,stat_skewness,stat_kurtosis,stat_trimmed_mean,stat_cv,n_maxima,n_minima,n_plateaus,peak_prominence_mean,peak_width_mean,peak_density,peak_height_max,valley_depth_min,tpl_ramp_down,tpl_exp_decay,tpl_alim_lenta,tpl_alim_escalonada,tpl_ramp_up,tpl_exp_rise,tpl_sigmoide,tpl_serv_brusco,tpl_plateau,tpl_triangular,tpl_parabola_down,tpl_doble_rampa,time_to_max_s,time_to_min_s,time_to_25pct_s,time_to_50pct_s,time_to_75pct_s,rise_time_s,fall_time_s,settling_time_s,overshoot_g,undershoot_g,initial_slope_g_min,final_slope_g_min,idx_arc_per_delta,idx_energy_per_min,idx_complexity,idx_linearity,idx_template_max,idx_shape_noise
299,312,2026-06-10 16:07:00+00:00,2026-06-10 16:15:00+00:00,alimentacion,,17,-0.25,0.5349,0.75,0.8564,-0.8564,-0.0229,0.1383,0.3,-0.3,0.3144,0.1402,-0.0,0.0078,0.0167,-0.0133,0.0009,0.0078,0.0,0.0005,0.0008,-0.001,0.0,0.0005,12,10,0.1875,0.4375,0.001663,0.005747,0.0,0.001615,0.8229,484.646,60.581,44.059,28.509,1.0094,0.9907,210211.0,0.3144,0.0009,111.2,0.1402,1e-06,3.0286,0.8636,20.7233,0.9097,0.6611,2.164,0.001961,0.006082,0.8155,0.4644,0.2157,0.1194,2.2494,112.0,3.0,8.0,-0.2445,-1.1964,111.133,0.0384,2,2,0,7.5,0.692,0.25,118.0,109.0,0.8564,0.7949,0.8091,0.8874,-0.8564,-0.7949,-0.8484,-0.7391,0.0,0.4759,0.5108,0.867,270.0,450.0,360.0,210.0,390.0,240.0,240.0,450.0,3.0,11.0,0.0,-3.0,44.0587,0.0393,18.852,0.1337,0.8874,1.9686
300,316,2026-06-11 04:37:00+00:00,2026-06-11 04:53:00+00:00,ruido,,33,0.0625,0.2288,0.4062,-0.1422,0.1422,0.001,0.1171,0.3333,-0.3333,0.4389,0.1171,0.0,0.0052,0.0111,-0.0122,0.0008,0.0052,-0.0,0.0003,0.0007,-0.0006,0.0,0.0003,13,16,0.1875,0.125,0.001267,0.007465,0.0,0.001799,1.2539,966.445,60.403,966.445,29.286,1.0067,0.9933,938069.0,0.4389,0.0008,168.601,0.1171,0.0,2.224,0.4591,0.5705,0.4562,0.764,1.8343,0.00101,0.002729,0.9532,0.8136,0.3943,0.2558,2.3982,167.0,2.0,7.0,1.4941,1.6619,167.667,0.0319,1,3,2,18.0,1.4,0.062,184.0,163.0,-0.1422,-0.2389,-0.2555,-0.1289,0.1422,0.2389,0.0702,0.2841,0.0,-0.219,-0.3094,-0.0143,120.0,390.0,0.0,0.0,750.0,750.0,750.0,750.0,17.0,3.0,8.686,0.0,966.445,0.0274,0.2603,0.0143,0.3094,0.8368
301,320,2026-06-11 17:39:00+00:00,2026-06-11 17:48:00+00:00,alimentacion,,19,0.0556,0.737,0.5,0.8333,-0.8333,-0.0333,0.1875,0.2333,-0.7,0.6528,0.1904,-0.0001,0.0099,0.0233,-0.0311,0.0017,0.0099,0.0,0.0006,0.0018,-0.0013,0.0,0.0006,9,11,0.2778,0.2222,0.001616,0.007183,0.0,0.001676,0.8965,549.041,61.005,30.502,28.897,1.0162,0.9841,443220.25,0.6528,0.0017,152.733,0.1904,1e-06,2.669,0.5788,0.4925,0.2787,0.755,2.0122,0.001754,0.002515,0.9534,0.9174,0.6871,0.2391,0.8429,148.5,8.5,25.5,0.3913,-1.4356,151.618,0.0808,1,0,1,15.0,1.429,0.111,175.0,140.0,0.8333,0.7423,0.7441,0.8362,-0.8333,-0.7423,-0.8812,-0.6444,0.0,0.4796,0.4838,0.8961,180.0,330.0,210.0,270.0,300.0,300.0,300.0,540.0,15.0,20.0,7.0,2.0,30.5023,0.0725,0.1373,0.041,0.8961,0.5608
302,324,2026-06-12 15:03:00+00:00,2026-06-12 15:16:00+00:00,ruido,,26,-0.04,0.1196,0.24,0.8746,-0.8746,-0.0333,0.1523,0.1,-0.7333,0.6078,0.1559,0.0003,0.0069,0.0278,-0.0178,0.0011,0.0069,0.0,0.0004,0.0015,-0.001,0.0,0.0004,6,7,0.08,0.12,0.001091,0.008381,0.0,0.00218,0.7253,758.245,60.66,30.33,29.163,1.0104,0.9897,525944.0,0.6078,0.0011,142.227,0.1559,1e-06,1.3727,0.3482,0.2877,0.6621,0.9212,1.4463,0.001282,0.005143,0.7768,0.4937,0.1037,-0.0535,3.1275,139.0,0.0,3.0,3.0051,7.8382,140.364,0.046,1,1,2,3.0,1.0,0.08,142.0,139.0,0.8746,0.953,0.9514,0.8565,-0.8746,-0.953,-0.8303,-0.9764,0.0,0.8953,0.9357,0.7134,0.0,60.0,30.0,30.0,90.0,90.0,90.0,540.0,0.0,28.0,-13.8,-0.0,30.3298,0.0486,0.1905,0.0048,0.9764,0.9576
303,328,2026-06-13 04:22:00+00:00,2026-06-13 04:25:00+00:00,servido,,7,0.1667,0.5753,0.3333,-0.7734,0.7734,0.2611,0.4731,1.2,-0.1667,1.7522,0.5404,0.0036,0.0225,0.0456,-0.0222,0.0026,0.0228,-0.0002,0.0014,0.0017,-0.0023,0.0,0.0014,2,3,0.3333,0.1667,0.00411,0.011103,0.0,0.004438,0.7485,201.275,67.092,4.282,28.754,1.0819,0.9243,42260.0,1.7522,0.0026,77.699,0.5404,4.1e-05,1.1488,0.5304,1.0986,1.0,0.9098,2.0053,0.004762,0.007082,0.578,0.442,-0.2346,-0.857,1.2446,65.0,0.0,15.5,1.0888,-0.5514,71.2,0.2472,0,0,0,0.0,0.0,0.0,112.0,60.0,-0.7734,-0.6369,-0.6735,-0.7441,0.7734,0.6369,0.7678,0.5272,0.0,-0.0852,-0.1264,-0.8753,180.0,120.0,0.0,150.0,150.0,180.0,180.0,180.0,0.0,5.0,0.0,32.0,4.2824,0.5841,1.0986,0.0959,0.8753,2.0053
304,65,2026-04-20 15:14:00+00:00,2026-04-20 15:27:00+00:00,ruido,,27,-0.0385,0.4421,0.1923,0.8959,-0.8959,-0.0115,0.109,0.3333,-0.3333,0.3122,0.1096,0.0,0.0061,0.0111,-0.0222,0.0009,0.0061,0.0,0.0004,0.0011,-0.0011,0.0,0.0004,5,6,0.0385,0.0769,0.00059,0.005556,0.0,0.001321,0.4776,784.566,60.351,87.174,29.058,1.0058,0.9942,480881.0,0.3122,0.0009,133.456,0.1096,1e-06,0.9087,0.3382,0.1286,0.6083,0.7558,1.4089,0.001235,0.003464,0.882,0.759,0.4184,0.0631,2.3422,131.0,0.0,0.0,1.9713,3.2104,132.565,0.0358,1,0,1,10.0,0.5,0.077,150.0,131.0,0.8959,0.9246,0.9104,0.8945,-0.8959,-0.9246,-0.878,-0.9311,0.0,0.8337,0.847,0.768,90.0,180.0,0.0,0.0,180.0,180.0,180.0,180.0,10.0,9.0,2.0,-0.0,87.174,0.024,0.0782,0.017,0.9311,0.857
305,101,2026-04-27 04:48:00+00:00,2026-04-27 04:50:00+00:00,servido,,5,0.5,0.8998,0.5,-0.9741,0.9741,0.825,0.8258,1.7,0.0,5.45,1.1673,0.0,0.045,0.0567,-0.0533,0.0061,0.045,-0.0018,0.0002,-0.0017,-0.002,0.0,0.0018,2,1,0.5,0.0,0.016075,0.028333,0.000116,0.010405,1.5862,175.773,87.887,1.775,35.155,1.1299,0.885,120510.0,5.45,0.0061,155.248,1.1673,4.5e-05,1.5219,-0.0,0.0,1.0,1.0,2.3219,0.006667,0.007019,0.9471,0.6248,-1.2497,0.0,0.2985,150.0,48.0,99.0,-0.0203,-1.7502,149.0,0.2976,0,0,0,0.0,0.0,0.0,198.0,99.0,-0.9741,-0.9277,-0.9372,-0.9741,0.9741,0.9277,0.9915,0.8355,0.0,-0.5507,-0.5766,-0.9793,90.0,0.0,0.0,60.0,60.0,90.0,90.0,90.0,0.0,0.0,-0.0,-0.0,1.7755,2.725,0.0,0.4499,0.9915,2.3219
306,133,2026-05-02 20:35:00+00:00,2026-05-02 20:40:00+00:00,alimentacion,,11,-0.5,0.9139,0.5,0.9824,-0.9824,-0.04,0.0416,0.0,-0.1,0.0333,0.0577,-0.0002,0.0021,0.0033,-0.0033,0.0,0.0021,0.0,0.0001,0.0002,-0.0002,0.0,0.0001,5,6,0.0,0.5,0.00068,0.001387,0.000275,0.000342,0.1994,300.499,60.1,25.042,27.318,1.0009,0.9991,268466.0,0.0333,0.0,156.224,0.0577,0.0,2.3685,0.764,1.0986,1.0,1.0,2.2015,0.00303,0.005892,0.7716,0.7042,0.1355,-0.0776,1.8693,156.0,3.0,4.0,-0.4746,-0.6102,156.444,0.0233,0,0,0,0.0,0.0,0.0,161.0,149.0,0.9824,0.9372,0.9474,0.9863,-0.9824,-0.9372,-0.9723,-0.8702,0.0,0.6175,0.6453,0.9665,0.0,300.0,60.0,120.0,270.0,210.0,210.0,300.0,0.0,12.0,-0.0,-4.0,25.0416,0.0067,1.0986,0.457,0.9863,2.2015
307,165,2026-05-26 01:42:00+00:00,2026-05-26 01:44:00+00:00,servido,,5,0.25,0.75,0.5,-0.9037,0.9037,0.375,0.6495,1.5,0.0,2.25,0.75,0.0,0.0408,0.05,-0.05,0.005,0.0408,-0.0008,0.0025,0.0017,-0.0033,0.0,0.0026,2,2,0.25,0.0,0.01006,0.025,0.0,0.008452,1.134,144.083,72.042,3.202,28.817,1.1242,0.8895,66275.0,2.25,0.005,115.13,0.75,3.4e-05,0.971,-0.0,0.0,1.0,1.0,1.8575,0.006667,0.007515,0.8727,0.4583,-1.0,0.0,0.55,95.0,0.0,45.0,0.4082,-1.8333,110.0,0.1951,0,0,0,0.0,0.0,0.0,140.0,95.0,-0.9037,-0.8113,-0.8345,-0.9037,0.9037,0.8113,0.9263,0.7071,0.0,-0.2887,-0.3638,-0.9449,90.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,0.0,0.0,-0.0,-0.0,3.2018,1.125,0.0,0.1875,0.9449,1.8575
308,182,2026-05-28 09:47:00+00:00,2026-05-28 09:54:00+00:00,alimentacion,,15,-0.2143,0.8562,0.7857,0.9748,-0.9748,-0.0429,0.1151,0.1667,-0.2667,0.2111,0.1228,-0.0,0.0071,0.0111,-0.0144,0.0007,0.0071,0.0,0.0005,0.0008,-0.0009,0.0,0.0005,11,12,0.1429,0.3571,0.001234,0.003889,0.0,0.001148,0.4972,423.131,60.447,23.507,28.209,1.0065,0.9935,200994.0,0.2111,0.0007,115.757,0.1228,1e-06,2.3329,0.7435,22.1096,0.6323,0.8098,1.5628,0.002222,0.004954,0.7977,0.7238,0.3604,0.0342,2.0402,113.0,3.0,8.5,0.1153,-1.0585,115.692,0.0521,1,2,0,3.0,1.357,0.143,113.0,110.0,0.9748,0.9484,0.9509,0.9759,-0.9748,-0.9484,-0.971,-0.9045,0.0,0.7118,0.7291,0.922,0.0,390.0,90.0,150.0,270.0,390.0,390.0,390.0,0.0,18.0,0.0,-7.0,23.5073,0.0302,13.9799,0.1835,0.9759,0.9882
309,198,2026-05-30 03:33:00+00:00,2026-05-30 03:44:00+00:00,ruido,,23,0.0,0.0288,0.1364,0.5159,-0.5159,-0.0015,0.0655,0.2,-0.2333,0.0944,0.0655,0.0,0.0039,0.0144,-0.0078,0.0003,0.0039,0.0,0.0002,0.0007,-0.0007,0.0,0.0002,3,3,0.0455,0.0455,0.000422,0.003889,0.0,0.001083,0.233,661.4,60.127,661.4,28.757,1.0021,0.9979,516338.0,0.0944,0.0003,149.831,0.0655,0.0,0.6784,0.2124,0.1178,1.4132,0.8351,1.5734,0.010145,0.009385,0.3761,-0.1653,-0.0028,-0.0052,3.4048,150.0,0.0,0.0,-4.0922,16.1053,150.0,0.0085,0,0,1,0.0,0.0,0.0,151.0,144.0,0.5159,0.5797,0.5936,0.4895,-0.5159,-0.5797,-0.4783,-0.5967,0.0,0.5324,0.578,0.4102,0.0,60.0,0.0,0.0,90.0,90.0,90.0,90.0,0.0,7.0,-2.0,0.0,661.4,0.0086,0.1665,0.0,0.5967,2.2235
310,214,2026-05-31 16:51:00+00:00,2026-05-31 16:59:00+00:00,ruido,,17,0.0,0.0137,0.375,-0.6446,0.6446,0.0021,0.0546,0.1333,-0.1,0.0478,0.0546,-0.0,0.0032,0.0078,-0.0067,0.0002,0.0032,0.0,0.0002,0.0005,-0.0004,0.0,0.0002,6,8,0.125,0.125,0.000424,0.001111,0.0,0.000437,0.2164,480.714,60.089,480.714,28.277,1.0015,0.9985,326277.0,0.0478,0.0002,138.538,0.0546,0.0,1.778,0.53,0.6931,0.4661,0.7062,2.164,0.001961,0.005315,0.7691,0.4602,0.0545,-0.3248,2.0919,138.0,1.0,3.0,0.7201,-1.0929,138.467,0.0111,2,0,1,3.0,1.219,0.25,141.0,137.0,-0.6446,-0.7433,-0.7177,-0.655,0.6446,0.7433,0.6087,0.7804,0.0,-0.8741,-0.8307,-0.4771,180.0,0.0,0.0,0.0,300.0,300.0,300.0,300.0,3.0,0.0,0.0,-0.0,480.714,0.006,0.3231,0.0,0.8741,1.0086
312,246,2026-06-03 16:30:00+00:00,2026-06-03 16:42:00+00:00,ruido,,25,0.0417,0.1286,0.125,-0.0112,0.0112,-0.0014,0.4779,1.4667,-1.8,5.4811,0.4779,-0.0,0.0232,0.06,-0.07,0.0124,0.0232,0.0,0.0013,0.0043,-0.0029,0.0,0.0013,3,4,0.0833,0.0417,0.002628,0.015218,0.0,0.00501,1.971,776.349,64.696,776.349,31.054,1.0783,0.9274,365008.0,5.4811,0.0124,120.832,0.4779,1.5e-05,0.4822,0.1985,0.2166,0.9859,0.8208,1.486,0.001333,0.005367,0.8193,0.4712,-0.0891,-0.023,3.1441,116.0,0.0,0.0,3.1423,7.9989,116.143,0.1121,1,0,1,53.0,0.944,0.083,170.0,116.0,-0.0112,-0.0748,-0.0901,-0.0049,0.0112,0.0748,-0.0273,0.0961,0.0,-0.0895,-0.1384,0.0509,120.0,150.0,0.0,0.0,150.0,150.0,150.0,150.0,53.0,1.0,30.0,-0.0,776.349,0.4568,0.2135,0.0054,0.1384,1.465
313,262,2026-06-04 22:36:00+00:00,2026-06-04 22:42:00+00:00,alimentacion,,13,-0.25,0.2761,0.5,-0.0927,0.0927,-0.0306,0.1494,0.2333,-0.3667,0.2789,0.1524,0.0,0.0059,0.0122,-0.0089,0.0004,0.0059,0.0,0.0003,0.0007,-0.0003,0.0,0.0003,6,7,0.1667,0.4167,0.002586,0.006111,0.000259,0.001704,0.867,364.1,60.683,33.1,28.008,1.0109,0.9892,185757.0,0.2789,0.0004,119.537,0.1524,2e-06,2.4116,0.749,20.7233,0.5511,0.7103,2.2772,0.002564,0.00357,0.9394,0.7277,-0.0329,-0.2578,1.1215,122.0,6.0,7.0,-0.7212,-0.3371,119.727,0.062,1,0,0,13.0,3.027,0.167,129.0,105.0,-0.0927,-0.3019,-0.2598,-0.0796,0.0927,0.3019,0.0463,0.4321,0.0,-0.7113,-0.7079,0.187,90.0,330.0,0.0,0.0,330.0,330.0,330.0,330.0,13.0,11.0,-0.0,-0.0,33.1,0.0465,11.4206,0.069,0.7113,1.255
314,278,2026-06-05 20:53:00+00:00,2026-06-05 21:04:00+00:00,ruido,,23,0.0455,0.2386,0.0909,-0.8927,0.8927,0.0091,0.0417,0.2,0.0,0.04,0.0426,0.0,0.0021,0.0067,-0.0067,0.0001,0.0021,-0.0,0.0001,0.0002,-0.0004,0.0,0.0001,2,2,0.0455,0.0,0.00036,0.003333,0.0,0.000842,0.1985,660.594,60.054,110.099,28.721,1.0009,0.9991,176072.0,0.04,0.0001,87.495,0.0426,0.0,0.4262,-0.0,0.1112,0.6381,1.0,1.7701,0.001449,0.005405,0.7775,0.5184,-0.0143,-0.0265,3.0029,88.0,0.0,0.0,-2.9318,6.5952,88.0,0.0193,0,0,1,0.0,0.0,0.0,88.0,82.0,-0.8927,-0.9612,-0.9595,-0.8872,0.8927,0.9612,0.8514,0.9801,0.0,-0.8773,-0.9214,-0.7436,60.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,0.0,0.0,4.8,-0.0,110.099,0.0036,0.071,0.0109,0.9801,1.1295
315,290,2026-06-07 08:29:00+00:00,2026-06-07 08:36:00+00:00,alimentacion,,15,-0.2143,0.7435,0.7143,0.9233,-0.9233,-0.0405,0.1476,0.2333,-0.3667,0.3278,0.153,0.0,0.0095,0.0144,-0.0178,0.0012,0.0095,0.0,0.0006,0.001,-0.0011,0.0,0.0006,10,11,0.1429,0.3571,0.001342,0.006111,0.0,0.001424,0.5123,424.819,60.688,24.989,28.321,1.0106,0.9895,271412.0,0.3278,0.0012,134.514,0.153,1e-06,2.3656,0.7065,1.3863,0.8449,0.7547,2.3441,0.002222,0.005998,0.7473,0.5418,0.2424,0.2132,2.3686,137.0,3.0,6.0,-0.9665,-0.2776,134.846,0.0413,0,1,0,0.0,0.0,0.0,140.0,130.0,0.9233,0.8529,0.8674,0.9292,-0.9233,-0.8529,-0.9221,-0.7937,0.0,0.5129,0.5412,0.9391,0.0,390.0,300.0,270.0,330.0,300.0,300.0,390.0,0.0,17.0,0.0,-11.0,24.9894,0.0468,1.1713,0.1593,0.9391,1.9805
316,298,2026-06-08 17:06:00+00:00,2026-06-08 17:32:00+00:00,ruido,,53,0.1346,0.9768,0.2692,-0.997,0.997,0.0103,0.0266,0.1,0.0,0.0422,0.0285,-0.0,0.0014,0.0033,-0.0033,0.0001,0.0014,-0.0,0.0001,0.0001,-0.0002,0.0,0.0001,14,21,0.1346,0.0,0.000335,0.000833,0.0,0.000329,0.5327,1560.632,60.024,97.54,29.446,1.0004,0.9996,768063.0,0.0422,0.0001,120.382,0.0285,0.0,2.9237,-0.0,0.3603,0.0408,1.0,1.6211,0.000629,0.001735,0.967,0.952,0.8501,0.7824,2.1873,119.0,5.0,7.0,-0.0918,-1.2467,120.302,0.0405,0,0,7,0.0,0.0,0.0,128.0,112.0,-0.997,-0.9747,-0.9786,-0.9886,0.997,0.9747,0.9919,0.9407,0.0,-0.7475,-0.7862,-0.9494,1470.0,0.0,360.0,570.0,990.0,1170.0,1170.0,1470.0,0.0,0.0,0.509,0.582,97.5395,0.0016,0.0147,0.1315,0.997,0.0661
317,306,2026-06-09 20:53:00+00:00,2026-06-09 21:02:00+00:00,alimentacion,,19,-0.1111,0.6881,0.6111,0.7756,-0.7756,-0.0519,0.1976,0.2667,-0.5333,0.7511,0.2043,-0.0,0.0096,0.02,-0.0133,0.0016,0.0096,0.0,0.0006,0.001,-0.001,0.0,0.0006,11,14,0.2778,0.3889,0.002305,0.007663,0.0,0.002058,1.2723,550.881,61.209,19.674,28.994,1.0188,0.9816,566156.0,0.7511,0.0016,172.62,0.2043,1e-06,2.5843,0.9037,21.8219,0.4909,0.7419,2.0122,0.001754,0.002946,0.9317,0.8726,0.5469,0.2949,1.1165,179.0,11.0,23.5,-0.2151,-1.4754,172.294,0.0774,2,2,0,10.5,1.653,0.222,190.0,155.0,0.7756,0.6402,0.6621,0.7668,-0.7756,-0.6402,-0.8198,-0.5296,0.0,0.2289,0.273,0.9016,240.0,510.0,0.0,300.0,450.0,360.0,360.0,510.0,11.0,28.0,0.0,-5.0,19.6743,0.0835,10.7124,0.0764,0.9016,0.9878
318,314,2026-06-10 20:42:00+00:00,2026-06-10 20:53:00+00:00,ruido,,23,-0.0455,0.1924,0.2273,0.7981,-0.7981,-0.0045,0.0571,0.1667,-0.2,0.0722,0.0573,0.0,0.0033,0.0122,-0.0067,0.0002,0.0033,-0.0,0.0002,0.0006,-0.0006,0.0,0.0002,5,7,0.0455,0.0909,0.000386,0.003054,0.0,0.000722,0.2664,661.075,60.098,220.358,28.742,1.0016,0.9984,636823.0,0.0722,0.0002,166.397,0.0573,0.0,1.5509,0.3454,0.23,0.796,0.8022,1.9668,0.001449,0.007476,0.6097,0.2096,-0.0213,0.0273,3.2715,167.0,0.0,2.0,-1.4289,2.0641,166.526,0.0083,1,0,2,2.0,6.35,0.091,167.0,162.0,0.7981,0.7892,0.8061,0.81,-0.7981,-0.7892,-0.773,-0.7669,0.0,0.5381,0.605,0.7555,0.0,90.0,120.0,120.0,510.0,510.0,510.0,510.0,0.0,6.0,-3.6,-0.0,220.3583,0.0066,0.1831,0.0088,0.81,1.5656
319,322,2026-06-12 05:00:00+00:00,2026-06-12 05:08:00+00:00,alimentacion,,17,-0.125,0.3033,0.5625,0.4989,-0.4989,-0.0125,0.1338,0.2667,-0.2667,0.2889,0.1344,-0.0002,0.0069,0.01,-0.0144,0.0007,0.0069,-0.0,0.0004,0.0006,-0.0008,0.0,0.0004,9,12,0.25,0.375,0.001798,0.004124,0.0,0.001288,0.8924,484.286,60.536,80.714,28.487,1.0089,0.9912,273758.0,0.2889,0.0007,126.899,0.1344,1e-06,2.6313,0.9051,21.8219,0.7174,0.6126,2.164,0.001961,0.004709,0.8094,0.5993,0.1802,-0.2876,1.9618,126.0,3.0,4.0,0.4711,-0.5619,126.6,0.0346,2,2,0,7.5,0.875,0.25,136.0,121.0,0.4989,0.4202,0.4198,0.4482,-0.4989,-0.4202,-0.5445,-0.3157,0.0,0.3026,0.2376,0.5703,90.0,240.0,210.0,330.0,330.0,480.0,480.0,480.0,8.0,7.0,0.0,-3.0,80.7143,0.0361,15.655,0.0379,0.5703,1.5525
320,330,2026-06-13 18:59:00+00:00,2026-06-13 19:05:00+00:00,ruido,,13,0.0,0.0952,0.25,0.0784,-0.0784,0.0,0.068,0.1667,-0.1667,0.0556,0.068,0.0,0.0041,0.0111,-0.0056,0.0002,0.0041,0.0,0.0003,0.0006,-0.0006,0.0,0.0003,3,3,0.0833,0.0833,0.000534,0.002778,0.0,0.001025,0.1667,360.828,60.138,360827625.303,27.756,1.0023,0.9977,182928.0,0.0556,0.0002,118.623,0.068,0.0,0.3912,0.335,0.539,1.5416,0.7873,1.9925,0.002564,0.008974,0.5,-0.0972,-0.025,-0.0521,2.585,119.0,0.0,0.0,-3.1754,8.0833,119.0,0.0112,0,1,1,0.0,0.0,0.0,119.0,114.0,0.0784,0.1504,0.1601,0.1162,-0.0784,-0.1504,-0.0356,-0.2052,0.0,0.1655,0.2196,0.0,0.0,60.0,360.0,360.0,360.0,0.0,0.0,90.0,0.0,5.0,-0.0,-0.0,360.828,0.0093,0.8309,0.0,0.2196,3.0716
321,334,2026-06-14 20:45:00+00:00,2026-06-14 21:02:00+00:00,ruido,,35,0.0,0.2014,0.3824,-0.5789,0.5789,0.0049,0.1415,0.3333,-0.3,0.6811,0.1415,0.0,0.0073,0.02,-0.02,0.0018,0.0073,-0.0,0.0004,0.0013,-0.0013,0.0,0.0004,13,15,0.2059,0.2059,0.001308,0.006448,0.0,0.001795,1.29,1030.016,60.589,206.003,29.429,1.0098,0.9903,239578.0,0.6811,0.0018,82.735,0.1415,3e-06,2.643,0.6341,0.3067,0.6664,0.7141,1.7586,0.000952,0.003773,0.8879,0.6613,0.1039,0.0603,2.8643,80.0,1.0,5.5,1.0589,0.143,82.034,0.063,3,2,1,10.333,1.091,0.176,95.0,78.0,-0.5789,-0.6936,-0.7001,-0.5652,0.5789,0.6936,0.5092,0.7459,0.0,-0.692,-0.7571,-0.3896,120.0,0.0,0.0,480.0,480.0,570.0,570.0,570.0,15.0,0.0,6.786,-0.0,206.0032,0.0401,0.2044,0.0,0.7571,1.1719
322,338,2026-06-15 02:10:00+00:00,2026-06-15 02:36:00+00:00,ruido,,53,0.0962,0.0289,0.3654,-0.1593,0.1593,-0.0013,0.3975,1.7,-2.2333,8.2156,0.3975,-0.0,0.0197,0.0789,-0.0822,0.0199,0.0197,-0.0,0.0011,0.0054,-0.0037,0.0001,0.0011,19,21,0.1923,0.0962,0.001728,0.01628,0.0,0.003571,2.7468,1637.577,62.984,818.788,30.898,1.0497,0.9526,217018.0,8.2156,0.0199,63.99,0.3975,3.8e-05,1.3958,0.4163,0.2533,0.5603,0.8062,1.6211,0.000629,0.004293,0.8393,0.5756,0.2482,0.2093,3.9324,59.0,2.0,6.0,3.9447,15.9709,60.326,0.2025,3,1,4,25.333,0.913,0.115,126.0,59.0,-0.1593,-0.2511,-0.231,-0.161,0.1593,0.2511,0.1228,0.2975,0.0,-0.4664,-0.394,-0.0209,780.0,960.0,0.0,0.0,1110.0,1110.0,1110.0,1110.0,67.0,5.0,0.582,-0.0,818.7885,0.316,0.1419,0.0028,0.4664,0.9083
323,342,2026-06-15 09:23:00+00:00,2026-06-15 09:34:00+00:00,ruido,,23,0.0,0.0481,0.1364,0.8416,-0.8416,-0.0045,0.0475,0.1,-0.2,0.05,0.0477,0.0,0.0027,0.01,-0.0067,0.0002,0.0027,0.0,0.0002,0.0006,-0.0004,0.0,0.0002,3,3,0.0455,0.0455,0.000361,0.003333,0.0,0.000844,0.1993,660.744,60.068,220.248,28.728,1.0011,0.9989,432536.0,0.05,0.0002,137.135,0.0477,0.0,0.6784,0.2124,0.1178,1.0884,0.8855,1.5734,0.008696,0.008451,0.4557,-0.0007,-0.0022,-0.0041,3.3058,137.0,0.0,0.0,0.5778,4.5251,137.0,0.0078,0,0,1,0.0,0.0,0.0,140.0,134.0,0.8416,0.9131,0.9157,0.8299,-0.8416,-0.9131,-0.7988,-0.9326,0.0,0.8343,0.8816,0.6956,0.0,60.0,0.0,0.0,90.0,90.0,90.0,90.0,0.0,6.0,-3.0,-0.0,220.248,0.0045,0.1282,0.0,0.9326,1.7125
324,344,2026-06-15 14:51:00+00:00,2026-06-15 15:02:00+00:00,ruido,,23,-0.0455,0.3409,0.0909,0.9074,-0.9074,-0.0197,0.0903,0.0,-0.4333,0.1878,0.0924,0.0,0.0045,0.0144,-0.0144,0.0004,0.0045,0.0,0.0003,0.001,-0.0005,0.0,0.0003,2,3,0.0,0.0455,0.000607,0.003611,0.0,0.001324,0.4189,662.696,60.245,50.977,28.813,1.0039,0.9961,319043.0,0.1878,0.0004,117.777,0.0924,1e-06,0.5586,0.2124,0.1243,0.3274,1.0,1.5734,0.001449,0.004366,0.9053,0.6902,-0.0225,-0.0417,2.6179,116.0,0.0,0.0,2.1947,2.8167,116.684,0.0372,0,0,1,0.0,0.0,0.0,129.0,116.0,0.9074,0.9696,0.9633,0.9092,-0.9074,-0.9696,-0.8698,-0.987,0.0,0.884,0.9225,0.762,0.0,90.0,0.0,0.0,90.0,90.0,90.0,90.0,0.0,13.0,-7.8,-0.0,50.9766,0.0171,0.0407,0.0155,0.987,0.5151
