ts,battery_level,battery_voltage,clock_invalid,humidity,light_lux,light_percent,temperature,weight_grams,delta_w,delta_w_10,rolling_std_5,rolling_std_10,rolling_mean_5,net_weight,is_plateau,plateau_duration_s,hour_sin,hour_cos,dia_semana_sin,delta_w_30,rolling_std_30,session_gap_s,weight_zscore,trend_slope,cluster_ganador,anomaly_if,score_if
2026-04-08 02:54:00+00:00,,,0.5,33.400000765,16.618,2.0,23.899999809999997,78.0,0.0,-0.2,1.0954451150102922,0.843274042711454,79.2,-1.0,1,330,-0.28401534470392353,0.9588197348681927,0.7818314824680298,0.0,7.099295739719533,330.0,-0.49300664859163507,-0.19393939393939455,1,-1,0.5254053401560801
2026-04-08 02:54:30+00:00,,,0.5,33.400000765,16.618,2.0,23.899999809999997,78.0,0.0,-0.2,1.0954451150102922,0.9660917830791912,78.8,0.0,1,360,-0.28401534470392353,0.9588197348681927,0.7818314824680298,0.0,6.926080293737146,360.0,-0.47561066394761636,-0.25454545454545247,1,-1,0.5242168896540843
2026-04-08 03:10:00+00:00,,,0.5,33.400000765,16.618,2.0,23.5,81.0,5.0,0.3,2.1908902300206425,1.4944341180972383,77.4,3.0,0,0,-0.21643961393810288,0.9762960071199334,0.7818314824680298,1.0,0.844862771962484,0.0,0.39047092363844776,-0.01818181818181818,1,-1,0.58293021694403
2026-04-08 03:10:30+00:00,,,0.5,33.400000765,16.618,2.0,23.5,81.0,0.0,0.3,2.7386127875258133,1.8257418583504839,78.0,3.0,0,0,-0.21643961393810288,0.9762960071199334,0.7818314824680298,3.0,1.0170952554311476,0.0,0.3855399916781677,0.18181818181818585,1,-1,0.5748173935987716
2026-04-08 03:11:00+00:00,,,0.5,33.400000765,7.82,1.0,23.5,81.0,0.0,0.3,2.7386127875258133,2.057506581601402,79.0,3.0,0,0,-0.21217767215644567,0.977231106462679,0.7818314824680298,3.0,1.1551981469083812,0.0,0.3807918077246717,0.3454545454545457,1,-1,0.5869998915772597
2026-04-08 03:11:30+00:00,,,0.5,33.400000765,7.82,1.0,23.5,81.0,0.0,0.3,2.2360679774997685,2.221110833194305,80.0,3.0,0,0,-0.21217767215644567,0.977231106462679,0.7818314824680298,3.0,1.2703515668696403,0.0,0.37621532806817265,0.47272727272727316,1,-1,0.5837989963292735
2026-04-08 03:13:30+00:00,,,0.5,33.400000765,15.64,2.0,23.5,81.0,0.0,0.5,0.0,2.108185106778884,81.0,3.0,1,120,-0.20364175114017827,0.9790454724845837,0.7818314824680298,3.0,1.5887535778195319,120.0,0.35943565736568706,0.4848484848484863,1,-1,0.5237827344533876
2026-04-08 03:15:30+00:00,,,0.5,33.400000765,16.618,2.0,23.5,277.0,198.0,19.6,87.88173871743777,62.054098262009354,119.8,199.0,0,0,-0.19509032201612872,0.9807852804032303,0.7818314824680298,199.0,36.23056752230781,0.0,7.126263064658747,10.606060606060604,0,-1,0.7799771791918674
2026-04-08 03:16:00+00:00,,,0.5,33.400000765,8.798,1.0,23.5,277.0,0.0,19.6,107.72186407596185,82.74861529556452,159.0,199.0,0,0,-0.19080899537654467,0.981627183447664,0.7818314824680298,199.0,50.314870633805185,0.0,5.069509431453198,18.94545454545454,0,-1,0.7685198697791363
2026-04-08 03:16:30+00:00,,,0.5,33.5,8.798,1.0,23.5,277.0,0.0,19.6,107.90366073493522,94.81701675683891,198.2,199.0,0,0,-0.19080899537654467,0.981627183447664,0.7818314824680298,199.0,60.49364932945773,0.0,4.148078557327327,24.909090909090907,0,-1,0.770743929565989
2026-04-08 03:17:30+00:00,,,0.5,33.5,8.798,1.0,23.5,77.0,-200.0,-0.4,108.99908256494639,95.09971375117571,197.4,-1.0,0,0,-0.18652403600873388,0.9824503977255099,0.7818314824680298,-1.0,60.50568511333858,0.0,-0.28691934401057945,17.587878787878786,0,-1,0.7091324685705771
2026-04-08 03:18:00+00:00,,,0.5,33.5,16.618,2.0,23.5,77.0,0.0,-0.4,109.54451150103323,95.37970899981238,197.0,-1.0,0,0,-0.18223552549214783,0.9832549075639545,0.7818314824680298,-1.0,60.51769951033324,0.0,-0.2842736585640929,10.315151515151513,0,-1,0.692401599664087
2026-04-08 03:18:30+00:00,,,0.5,33.5,15.64,2.0,23.5,77.0,0.0,-0.4,109.54451150103323,95.65702622738526,157.0,-0.7999999999999972,0,0,-0.18223552549214783,0.9832549075639545,0.7818314824680298,-1.0,60.5296925331768,0.0,-0.28169992981515357,3.090909090909095,0,-1,0.682118888195448
2026-04-08 03:19:00+00:00,,,0.5,33.5,8.798,1.0,23.5,210.0,133.0,12.9,94.22207809213295,95.75437326827429,143.6,132.1,0,0,-0.17794354547384242,0.9840406976462908,0.7818314824680298,132.0,63.7002318695143,0.0,2.5613050887120625,3.1696969696969695,0,-1,0.7777768174603957
2026-04-08 03:19:30+00:00,,,0.5,33.5,13.685,1.0,23.5,210.0,0.0,12.9,72.84710014818708,93.90278661111894,130.2,132.1,0,0,-0.17794354547384242,0.9840406976462908,0.7818314824680298,132.0,66.41942660009236,0.0,2.4120951932843897,1.6848484848484868,0,-1,0.7602359405437196
2026-04-08 03:20:00+00:00,,,0.5,33.5,8.798,1.0,23.5,210.0,0.0,12.9,72.84710014818708,89.98203524407899,156.8,132.1,0,0,-0.1736481776669304,0.984807753012208,0.7818314824680298,132.0,68.74085937145706,0.0,2.2863058062447106,-1.3636363636363618,0,-1,0.7571570760810697
2026-04-08 03:20:30+00:00,,,0.5,33.5,16.618,2.0,23.5,210.0,0.0,13.1,59.479408201494394,83.4090322846793,183.4,132.1,0,0,-0.1736481776669304,0.984807753012208,0.7818314824680298,132.0,70.7037204958411,0.0,2.1783885460219685,-6.109090909090904,0,-1,0.7626140948056821
2026-04-08 03:21:00+00:00,,,0.5,33.5,16.618,2.0,23.5,210.0,0.0,-6.7,0.0,78.18958441577189,210.0,132.1,1,30,-0.16934950384902406,0.9855560590580779,0.7818314824680298,132.0,72.33720525682351,30.0,2.084476296040263,0.7575757575757441,0,-1,0.70939220895809
2026-04-08 03:21:30+00:00,,,0.5,33.5,16.618,2.0,23.5,210.0,0.0,-6.7,0.0,71.90549353144033,210.0,132.1,1,60,-0.16934950384902406,0.9855560590580779,0.7818314824680298,132.0,73.66322871262034,60.0,2.0017802527692266,8.436363636363634,0,-1,0.7187964409711102
